"level","elpd_waic","p_waic","waic","se_elpd_waic","se_p_waic","se_waic"
little girl-fear,33.9445682109469,5.58080762679907,-67.8891364218938,14.9757622737324,1.98667751295192,29.9515245474649
mechanic-notify,67.9175859362516,2.80073514381296,-135.835171872503,20.9887113524484,0.839869804897617,41.9774227048969
model-complain,42.0639252411866,2.39529171577526,-84.1278504823733,18.3071895083122,0.611889229891075,36.6143790166243
moderator-congratulate,34.4246259942497,2.33052449659818,-68.8492519884994,15.6424391192221,0.5420407844833,31.2848782384442
mother-lie,58.6507988687678,7.30696208469395,-117.301597737536,18.3874069433841,1.94335261082596,36.7748138867683
mother-remember,99.3850319779564,3.58707157391161,-198.770063955913,22.3110691661795,1.11183615548839,44.6221383323591
musician-hope,7.16349517489452,4.03964098631722,-14.326990349789,6.50542530825758,2.04172734757194,13.0108506165152
nanny-dissuade,24.4743453338807,5.7798534429634,-48.9486906677615,14.5628956207726,1.56523583093644,29.1257912415452
news anchor-notify,67.2901640920909,9.85617100769968,-134.580328184182,18.6883302936136,3.6384339446709,37.3766605872272
nurse-know,135.81917087834,2.25296403769551,-271.63834175668,23.8823611676338,0.52439183098242,47.7647223352676
painter-think,148.182498447637,1.67845169388618,-296.364996895274,23.9678213443029,0.370336588754143,47.9356426886059
paramedic-hate,72.8281346799659,4.87262391816647,-145.656269359932,21.0886572997333,1.33084880891565,42.1773145994666
pharmacist-notify,67.8755985570832,2.10390355079407,-135.751197114166,20.558551802128,0.472494427188201,41.117103604256
pilot-mislead,20.6129144932844,3.95809381310094,-41.2258289865688,13.0495439734557,1.31040147736771,26.0990879469114
politician-wish,-2.85307645110276,2.58050248868292,5.70615290220553,6.17823673966102,0.822067625256484,12.356473479322
priest-love,55.4547339362243,2.07915403118488,-110.909467872449,19.2873236921143,0.411224475407075,38.5746473842286
professor-think,125.441545706913,2.12131309245239,-250.883091413827,22.7548479049877,0.466867762811272,45.5096958099753
programmer-doubt,112.32363360278,2.96122020368553,-224.64726720556,22.9740202828982,0.816636392729584,45.9480405657965
publisher-doubt,108.504455442061,2.61220818742595,-217.008910884122,21.6686345854377,0.59930156639084,43.3372691708753
reporter-dissuade,30.070324842979,5.75699458257944,-60.1406496859579,13.1209930629589,1.78311483336203,26.2419861259178
