"level","elpd_waic","p_waic","waic","se_elpd_waic","se_p_waic","se_waic"
mother-lie,-1.21284202057859,1.08604440476818,2.42568404115718,3.81547341642583,0.713969142032237,7.63094683285167
mother-remember,4.74880832403756,2.55708988244577,-9.49761664807513,5.64645800537736,1.69701370622845,11.2929160107547
musician-hope,10.6166291439995,1.18550579455551,-21.233258287999,7.52030453197103,0.705495778564874,15.0406090639421
nanny-dissuade,4.79454983828177,4.01927535305612,-9.58909967656354,10.7207440859531,1.77623427886839,21.4414881719062
news anchor-notify,0.0389556324052668,1.38230336912958,-0.0779112648105336,3.37644817317565,0.939197872900433,6.7528963463513
nurse-know,0.0163292814740621,0.370899678561987,-0.0326585629481241,1.31115058982895,0.111556455814278,2.6223011796579
painter-think,13.9176647330127,3.12664785411088,-27.8353294660253,9.59442692394488,1.90073995126324,19.1888538478898
paramedic-hate,-5.38782136253428,0.34362403338273,10.7756427250686,0.973660120773275,0.10226246766195,1.94732024154655
pharmacist-notify,7.77266921493464,1.00080735988244,-15.5453384298693,7.92478701126772,0.504657070047779,15.8495740225354
pilot-mislead,79.1222225131037,1.00502654268122,-158.244445026207,17.9731537480168,0.327896471848644,35.9463074960336
politician-wish,24.1954992487558,0.893721325414847,-48.3909984975115,12.4461606371427,0.29755851434056,24.8923212742854
priest-love,15.5914815190195,0.676967613326098,-31.182963038039,9.44686287080826,0.213125298413641,18.8937257416165
professor-think,6.48122620760848,1.56880418493599,-12.962452415217,6.21711989277438,0.837150534437909,12.4342397855488
programmer-doubt,37.2508295872148,0.860868276230208,-74.5016591744297,13.8124016118227,0.263056379506367,27.6248032236455
publisher-doubt,6.81281058388912,1.45429617178414,-13.6256211677782,5.87792617598601,0.815165263983909,11.755852351972
reporter-dissuade,0.161872161420421,0.749649955490314,-0.323744322840842,5.04466331768853,0.503038119343096,10.0893266353771
runner-doubt,25.8789958984367,1.79214284288587,-51.7579917968734,9.60760310715512,1.09550519622615,19.2152062143102
sailor-complain,6.55083759462324,0.898962263628962,-13.1016751892465,5.18439922077385,0.520409568614033,10.3687984415477
salesman-wish,-3.32191967208512,0.428791932774983,6.64383934417024,1.45843069649547,0.190936845404375,2.91686139299093
scholar-dissuade,16.8312248945144,0.632690584835832,-33.6624497890288,9.30808392407976,0.205024751782192,18.6161678481595
scientist-disprove,-3.2032584202812,0.396033070582082,6.4065168405624,1.13325345169386,0.100270119058316,2.26650690338771
secretary-fear,25.2803390199587,0.73885284505696,-50.5606780399173,10.7993621797991,0.30866111426768,21.5987243595983
shopkeeper-doubt,13.3969758922705,2.36900425098394,-26.7939517845409,8.49703118768307,1.25332839961829,16.9940623753661
singer-wish,7.91711206199166,1.56799641931943,-15.8342241239833,6.15841429587306,0.938496323139281,12.3168285917461
soccer player-love,0.014798206098065,0.277711334236385,-0.02959641219613,1.42460583461923,0.0301201603389283,2.84921166923847
soldier-fear,11.7296964232657,0.779980319995722,-23.4593928465315,8.81470829692854,0.372836279557363,17.6294165938571
strategist-tell,-1.16584728432338,0.245655457457506,2.33169456864676,1.51881624703471,0.0171650632434975,3.03763249406943
swimmer-like,6.54387421955738,3.68294042768183,-13.0877484391148,8.30856608581797,2.59228552051063,16.6171321716359
teacher-apologize,29.0462573983388,1.07437545288252,-58.0925147966776,12.2735307083818,0.404216293778572,24.5470614167637
therapist-convince,7.76760802778372,1.23078972379578,-15.5352160555674,7.2702956946345,0.684654858263767,14.540591389269
tourist-regret,2.43192946988301,0.462468458907488,-4.86385893976603,1.64272739509248,0.128768942263234,3.28545479018497
trainer-persuade,0.966554377093793,0.44651848037817,-1.93310875418759,1.53255946657899,0.146451349696926,3.06511893315799
travel agent-hope,1.23316420195086,0.321319460175676,-2.46632840390171,1.60366455758235,0.0656795563840355,3.2073291151647
uncle-apologize,51.8085011197388,0.749418905229541,-103.617002239478,14.7138244308352,0.219252394575067,29.4276488616704
waiter-worry,3.82516156392108,0.527693291230244,-7.65032312784217,1.7176212645165,0.16741231989449,3.43524252903299
zookeeper-tell,13.1660150466279,2.17460963319351,-26.3320300932558,9.84019879027896,1.31804507277799,19.6803975805579
