scenario,polarity-tense,2.5%,25%,50%,75%,97.5%,mean,sd
executive:know,positive-future,0.5118633513676301,0.877817783322949,1.0788084236232267,1.2832394235420599,1.6917435231791262,1.0846941526097953,0.3024099745655204
executive:know,negative-past,0.2835200967443803,0.6701610047530602,0.87331611767222,1.08336480273127,1.488118061611193,0.8778733976828247,0.30932810597040256
executive:know,negative-future,0.48272215575924005,0.8342923372989806,1.0182357412387997,1.20220722755597,1.5697263716627639,1.0186729104250927,0.2761135114650678
farmer:persuade,positive-past,1.74948216023393,1.96925199380419,2.0903782782666798,2.21338811492886,2.4581582915591,2.09366613068392,0.18170575456786897
farmer:persuade,positive-future,0.4596980091170899,0.8554636203524499,1.0682095532309352,1.2838919966236482,1.71284326619907,1.0732370149238912,0.31696613925123557
farmer:persuade,negative-past,0.3670982519605801,0.7566300936054899,0.9550384922756298,1.158741222723256,1.542340152440064,0.9576452472502403,0.29960079499204467
farmer:persuade,negative-future,0.7991297567425999,1.1225973264443798,1.302971645370996,1.4846003694348004,1.8485440477243773,1.3074291233391198,0.26799290263285075
filmmaker:lie,positive-past,-2.51092850099125,-2.2689934520197497,-2.1482962901138403,-2.0280458955834497,-1.8097717722728703,-2.1511165704675896,0.17908845483271205
filmmaker:lie,positive-future,-0.6888350198208304,-0.26934982055524004,-0.06054477783122003,0.14940433715943957,0.5629871696555901,-0.060527640541709275,0.31821798043261557
filmmaker:lie,negative-past,-1.4340397818268298,-1.06372076975054,-0.8781733016534798,-0.6937300506241801,-0.3494185980573803,-0.880176757196242,0.2767622834657494
filmmaker:lie,negative-future,-1.1344521323330756,-0.7821326571786902,-0.6014282493000804,-0.42192673309464945,-0.06297629401030003,-0.602095693603031,0.271657059074737
firefighter:boast,positive-past,1.88617575523285,2.1052830995481298,2.2267437028717003,2.3505348235184305,2.60457856632995,2.2303144288797707,0.18205740807417514
firefighter:boast,positive-future,-0.23640771921296944,0.1817596667372503,0.40540984989815954,0.6346577219610401,1.08740910442602,0.41127469363190167,0.3361522704255633
firefighter:boast,negative-past,1.1569299522984446,1.5299276654822023,1.7270487631431592,1.925660790189921,2.331442735399326,1.7304524566266852,0.29807856659501963
firefighter:boast,negative-future,0.960902558249897,1.30056309446732,1.4754213462084729,1.6617418828327728,2.035130151428892,1.4828792897277143,0.2714064665482745
fisherman:love,positive-past,-2.22738223237556,-2.00631384253075,-1.8944120081072802,-1.7831755991452198,-1.57828621391303,-1.8959649411042332,0.16574562914673713
fisherman:love,positive-future,-1.4367142333973972,-1.0174859712992759,-0.7967964775007201,-0.5680553248830997,-0.11448987795844023,-0.7906375755222519,0.3366950471158719
